team_name_1,team_name_2,timestamp,team_1_adj_pts,team_2_adj_pts,total_adj_pts,team_1_win_percentage,team_2_win_percentage,team_1_actual_points,team_2_actual_points,total_actual_points,moneyline_prediction,actual_winner,moneyline_result,total_o_u_points,o_u_prediction,o_u_result,,
San Antonio,Milwaukee,2023-12-19 11:15:59,114.15,121.671,235.821,0.297,0.703,119,132,251,Milwaukee,Milwaukee,Win,249.0,Under,Loss
Boston,Golden State,2023-12-19 11:15:59,116.674,113.291,229.965,0.595,0.405,126,132,258,Boston,Golden State,Loss,231.5,Under,Loss
Phoenix,Portland,2023-12-19 11:15:59,115.248,111.792,227.04,0.596,0.404,104,109,213,Phoenix,Portland,Loss,231.0,Under,Win
Charlotte,Indiana,2023-12-20 11:14:02,116.941,120.218,237.159,0.409,0.591,113,144,257,Indiana,Indiana,Win,249.0,Under,Loss
Utah,Cleveland,2023-12-20 11:14:02,111.892,115.12,227.011,0.41,0.59,116,124,240,Cleveland,Cleveland,Win,228.0,Under,Loss
Miami,Orlando,2023-12-20 11:14:02,111.449,111.396,222.845,0.501,0.499,115,106,221,Miami,Miami,Win,220.5,Over,Win
Minnesota,Philadelphia,2023-12-20 11:14:02,112.384,114.242,226.626,0.448,0.552,113,127,240,Philadelphia,Philadelphia,Win,226.5,Over,Win
New York,Brooklyn,2023-12-20 11:14:03,113.949,112.917,226.867,0.529,0.471,121,102,223,New York,New York,Win,233.0,Under,Win
Denver,Toronto,2023-12-20 11:14:03,114.018,111.696,225.714,0.565,0.435,113,104,217,Denver,Denver,Win,229.0,Under,Win
Atlanta,Houston,2023-12-20 11:14:03,116.64,115.472,232.112,0.533,0.467,134,127,261,Atlanta,Atlanta,Win,234.5,Under,Loss
LA Lakers,Chicago,2023-12-20 11:14:03,113.817,112.84,226.657,0.528,0.472,108,124,232,LA Lakers,Chicago,Loss,225.0,Over,Win
Boston,Sacramento,2023-12-20 11:14:03,117.475,114.586,232.061,0.582,0.418,144,119,263,Boston,Boston,Win,235.5,Under,Loss
Utah,Detroit,2023-12-21 11:18:41,117.149,114.131,231.28,0.585,0.415,119,111,230,Utah,Utah,Win,238.0,Under,Win
New Orleans,Cleveland,2023-12-21 11:18:41,112.187,112.523,224.71,0.491,0.509,123,104,227,Cleveland,New Orleans,Loss,228.0,Under,Win
San Antonio,Chicago,2023-12-21 11:18:41,112.15,117.04,229.19,0.365,0.635,95,114,209,Chicago,Chicago,Win,230.5,Under,Win
Indiana,Memphis,2023-12-21 11:18:41,117.162,116.849,234.01,0.509,0.491,103,116,219,Indiana,Memphis,Loss,247.0,Under,Win
Orlando,Milwaukee,2023-12-21 11:18:41,114.354,116.367,230.721,0.444,0.556,114,118,232,Milwaukee,Milwaukee,Win,238.0,Under,Win
LA Lakers,Minnesota,2023-12-21 11:18:42,113.057,114.425,227.482,0.462,0.538,111,118,229,Minnesota,Minnesota,Win,224.5,Over,Win
Washington,Portland,2023-12-21 11:18:42,115.449,115.466,230.915,0.5,0.5,118,117,235,Portland,Washington,Loss,240.0,Under,Win
Toronto,Philadelphia,2023-12-22 11:15:55,111.521,115.32,226.84,0.394,0.606,111,121,232,Philadelphia,Philadelphia,Win,230.0,Under,Loss
Denver,Brooklyn,2023-12-22 11:15:55,114.472,112.313,226.785,0.561,0.439,122,117,239,Denver,Denver,Win,231.0,Under,Loss
Atlanta,Miami,2023-12-22 11:15:55,115.411,115.676,231.088,0.493,0.507,113,122,235,Miami,Miami,Win,237.5,Under,Win
Dallas,Houston,2023-12-22 11:15:55,115.04,113.449,228.489,0.545,0.455,96,122,218,Dallas,Houston,Loss,225.0,Over,Loss
Washington,Golden State,2023-12-22 11:15:55,115.698,118.865,234.563,0.412,0.588,118,129,247,Golden State,Golden State,Win,247.5,Under,Win
Phoenix,Sacramento,2023-12-22 11:15:56,116.16,116.059,232.218,0.502,0.498,105,120,225,Phoenix,Sacramento,Loss,244.5,Under,Win
Milwaukee,New York,2023-12-23 11:17:51,115.983,115.42,231.403,0.516,0.484,130,111,241,Milwaukee,Milwaukee,Win,244.0,Under,Win
Boston,LA Clippers,2023-12-23 11:17:51,115.17,112.822,227.992,0.567,0.433,145,108,253,Boston,Boston,Win,230.0,Under,Loss
Denver,Charlotte,2023-12-23 11:17:51,117.358,110.875,228.232,0.677,0.323,102,95,197,Denver,Denver,Win,226.5,Over,Loss
Houston,New Orleans,2023-12-23 11:17:51,112.146,114.246,226.392,0.441,0.559,106,104,210,New Orleans,Houston,Loss,223.5,Over,Loss
Orlando,Indiana,2023-12-23 11:17:52,117.357,116.685,234.042,0.519,0.481,117,110,227,Orlando,Orlando,Win,244.0,Under,Win
Memphis,Atlanta,2023-12-23 11:17:52,115.807,116.431,232.238,0.482,0.518,125,119,244,Atlanta,Memphis,Loss,240.5,Under,Loss
Detroit,Brooklyn,2023-12-23 11:17:52,111.706,116.766,228.472,0.36,0.64,115,126,241,Brooklyn,Brooklyn,Win,233.0,Under,Loss
Utah,Toronto,2023-12-23 11:17:52,113.846,115.558,229.404,0.452,0.548,126,119,245,Toronto,Utah,Loss,230.0,Under,Loss
Cleveland,Chicago,2023-12-23 11:17:52,111.85,110.545,222.394,0.536,0.464,109,95,204,Cleveland,Cleveland,Win,218.0,Over,Loss
LA Lakers,Okla City,2023-12-23 11:17:53,114.9,116.779,231.679,0.448,0.552,129,120,249,Okla City,LA Lakers,Loss,238.0,Under,Loss
San Antonio,Dallas,2023-12-23 11:17:53,113.804,119.356,233.16,0.347,0.653,119,144,263,Dallas,Dallas,Win,239.0,Under,Loss
Portland,Golden State,2023-12-23 11:17:53,113.49,116.672,230.162,0.411,0.589,106,126,232,Golden State,Golden State,Win,233.0,Under,Win
Minnesota,Sacramento,2023-12-23 11:17:53,116.088,115.129,231.216,0.527,0.473,110,98,208,Minnesota,Minnesota,Win,232.5,Under,Win
Milwaukee,New York,2023-12-24 11:15:25,116.187,115.346,231.533,0.524,0.476,0,0,0,Milwaukee,Tie,Loss,240.5,Under,Win
Golden State,Denver,2023-12-24 11:15:25,114.019,115.674,229.693,0.453,0.547,0,0,0,Denver,Tie,Loss,233.5,Under,Win
Boston,LA Lakers,2023-12-24 11:15:25,116.511,112.772,229.283,0.605,0.395,0,0,0,Boston,Tie,Loss,234.5,Under,Win
Philadelphia,Miami,2023-12-24 11:15:25,114.137,110.85,224.986,0.591,0.409,0,0,0,Philadelphia,Tie,Loss,227.0,Under,Win
Dallas,Phoenix,2023-12-24 11:15:25,114.837,115.046,229.883,0.494,0.506,0,0,0,Phoenix,Tie,Loss,235.0,Under,Win
Milwaukee,New York,2023-12-25 11:16:03,116.187,115.346,231.533,0.524,0.476,122,129,251,Milwaukee,New York,Loss,241.5,Under,Loss
Golden State,Denver,2023-12-25 11:16:04,114.019,115.674,229.693,0.453,0.547,114,120,234,Denver,Denver,Win,233.0,Under,Loss
Boston,LA Lakers,2023-12-25 11:16:04,116.511,112.772,229.283,0.605,0.395,126,115,241,Boston,Boston,Win,234.0,Under,Loss
Philadelphia,Miami,2023-12-25 11:16:04,114.137,110.85,224.986,0.592,0.408,113,119,232,Philadelphia,Miami,Loss,225.5,Under,Loss
Dallas,Phoenix,2023-12-25 11:16:04,114.837,115.046,229.883,0.494,0.506,128,114,242,Phoenix,Dallas,Loss,236.5,Under,Loss
Brooklyn,Detroit,2023-12-26 11:16:05,116.918,111.757,228.674,0.642,0.358,118,112,230,Brooklyn,Brooklyn,Win,233.0,Under,Win
Orlando,Washington,2023-12-26 11:16:05,116.302,113.641,229.943,0.573,0.427,127,119,246,Orlando,Orlando,Win,237.5,Under,Loss
Atlanta,Chicago,2023-12-26 11:16:05,116.148,115.885,232.033,0.507,0.493,113,118,231,Atlanta,Chicago,Loss,234.0,Under,Win
Indiana,Houston,2023-12-26 11:16:05,117.058,116.735,233.792,0.509,0.491,123,117,240,Indiana,Indiana,Win,236.5,Under,Loss
Memphis,New Orleans,2023-12-26 11:16:05,112.248,113.844,226.091,0.456,0.544,116,115,231,New Orleans,Memphis,Loss,228.5,Under,Loss
Minnesota,Okla City,2023-12-26 11:16:05,114.674,114.93,229.605,0.492,0.508,106,129,235,Okla City,Okla City,Win,226.0,Over,Win
Utah,San Antonio,2023-12-26 11:16:06,118.983,115.198,234.181,0.607,0.393,130,118,248,Utah,Utah,Win,242.5,Under,Loss
Sacramento,Portland,2023-12-26 11:16:06,117.442,114.122,231.564,0.592,0.408,113,130,243,Sacramento,Portland,Loss,236.5,Under,Loss
Charlotte,LA Clippers,2023-12-26 11:16:06,111.918,117.109,229.027,0.357,0.643,104,113,217,LA Clippers,LA,Loss,228.5,Over,Loss
Philadelphia,Orlando,2023-12-27 11:16:04,115.067,111.571,226.638,0.598,0.402,112,92,204,Philadelphia,Philadelphia,Win,226.0,Over,Loss
Toronto,Washington,2023-12-27 11:16:04,116.483,114.095,230.578,0.567,0.433,132,102,234,Toronto,Toronto,Win,239.0,Under,Win
Milwaukee,Brooklyn,2023-12-27 11:16:04,117.198,115.344,232.542,0.553,0.447,144,122,266,Milwaukee,Milwaukee,Win,240.5,Under,Loss
Phoenix,Houston,2023-12-27 11:16:04,113.775,112.295,226.07,0.542,0.458,129,113,242,Phoenix,Phoenix,Win,225.5,Over,Win
New York,Okla City,2023-12-27 11:16:04,114.775,115.494,230.269,0.48,0.52,120,129,249,Okla City,Okla City,Win,240.0,Under,Loss
Cleveland,Dallas,2023-12-27 11:16:04,113.754,112.912,226.666,0.524,0.476,113,110,223,Cleveland,Cleveland,Win,232.0,Under,Win
Detroit,Boston,2023-12-28 11:16:06,110.1,119.048,229.148,0.263,0.737,122,128,250,Boston,Boston,Win,231.0,Under,Loss
Indiana,Chicago,2023-12-28 11:16:06,116.437,116.847,233.284,0.489,0.511,120,104,224,Chicago,Indiana,Loss,240.5,Under,Win
Dallas,Minnesota,2023-12-28 11:16:06,113.945,115.022,228.967,0.469,0.531,110,118,228,Minnesota,Minnesota,Win,228.5,Over,Loss
Utah,New Orleans,2023-12-28 11:16:07,114.144,116.836,230.98,0.424,0.576,105,112,217,New Orleans,New Orleans,Win,238.5,Under,Win
Memphis,Denver,2023-12-28 11:16:07,111.149,113.918,225.067,0.422,0.578,105,142,247,Denver,Denver,Win,224.5,Over,Win
Miami,Golden State,2023-12-28 11:16:07,113.723,113.969,227.691,0.493,0.507,114,102,216,Golden State,Miami,Loss,227.0,Over,Loss
San Antonio,Portland,2023-12-28 11:16:07,113.982,116.944,230.925,0.417,0.583,118,105,223,Portland,San Antonio,Loss,235.0,Under,Win
Charlotte,LA Lakers,2023-12-28 11:16:07,112.729,117.086,229.816,0.379,0.621,112,133,245,LA Lakers,LA Lakers,Win,228.0,Over,Win
Brooklyn,Washington,2023-12-29 11:16:46,117.408,114.549,231.957,0.58,0.42,104,110,214,Brooklyn,Washington,Loss,242.5,Under,Win
New York,Orlando,2023-12-29 11:16:46,113.494,112.175,225.669,0.537,0.463,108,117,225,New York,Orlando,Loss,226.5,Under,Win
Toronto,Boston,2023-12-29 11:16:47,111.769,115.665,227.434,0.391,0.609,118,120,238,Boston,Boston,Win,224.5,Over,Win
Sacramento,Atlanta,2023-12-29 11:16:47,119.647,119.069,238.716,0.516,0.484,117,110,227,Sacramento,Sacramento,Win,251.0,Under,Win
Milwaukee,Cleveland,2023-12-29 11:16:47,114.97,114.074,229.044,0.525,0.475,119,111,230,Milwaukee,Milwaukee,Win,239.5,Under,Win
Philadelphia,Houston,2023-12-29 11:16:47,115.709,110.799,226.508,0.636,0.364,131,127,258,Philadelphia,Philadelphia,Win,222.0,Over,Win
Charlotte,Phoenix,2023-12-29 11:16:47,111.992,116.701,228.693,0.37,0.63,119,133,252,Phoenix,Phoenix,Win,231.5,Under,Loss
Okla City,Denver,2023-12-29 11:16:47,114.816,115.325,230.14,0.485,0.515,119,93,212,Denver,Okla City,Loss,232.0,Under,Win
San Antonio,Portland,2023-12-29 11:16:47,114.057,116.775,230.832,0.424,0.576,128,134,262,Portland,Portland,Win,226.0,Over,Win
Memphis,LA Clippers,2023-12-29 11:16:47,112.348,114.146,226.494,0.45,0.55,106,117,223,LA Clippers,LA,Loss,225.5,Over,Loss
Miami,Utah,2023-12-30 11:15:14,114.842,112.698,227.54,0.56,0.44,109,117,226,Miami,Utah,Loss,227.0,Over,Loss
Toronto,Detroit,2023-12-30 11:15:14,116.326,111.441,227.767,0.635,0.365,127,129,256,Toronto,Detroit,Loss,230.0,Under,Loss
New York,Indiana,2023-12-30 11:15:14,118.265,116.545,234.81,0.55,0.45,126,140,266,New York,Indiana,Loss,247.0,Under,Loss
Philadelphia,Chicago,2023-12-30 11:15:15,114.915,110.999,225.914,0.609,0.391,92,105,197,Philadelphia,Chicago,Loss,222.5,Over,Loss
LA Lakers,Minnesota,2023-12-30 11:15:15,113.481,114.55,228.03,0.47,0.53,106,108,214,Minnesota,Minnesota,Win,226.0,Over,Loss
Dallas,Golden State,2023-12-30 11:15:15,116.35,116.598,232.947,0.493,0.507,132,122,254,Golden State,Dallas,Loss,240.5,Under,Loss
Atlanta,Washington,2023-12-31 11:15:03,120.125,117.567,237.692,0.571,0.429,130,126,256,Atlanta,Atlanta,Win,252.5,Under,Loss
LA Lakers,New Orleans,2023-12-31 11:15:03,114.143,114.875,229.018,0.479,0.521,109,129,238,New Orleans,New Orleans,Win,229.0,Over,Win
Boston,San Antonio,2023-12-31 11:15:03,120.779,111.522,232.301,0.743,0.257,134,101,235,Boston,Boston,Win,238.5,Under,Win
Brooklyn,Okla City,2023-12-31 11:15:03,114.4,116.647,231.046,0.437,0.563,108,124,232,Okla City,Okla City,Win,237.5,Under,Win
Sacramento,Memphis,2023-12-31 11:15:03,115.966,114.659,230.626,0.537,0.463,123,92,215,Sacramento,Sacramento,Win,236.0,Under,Win
Orlando,Phoenix,2023-12-31 11:15:03,112.798,113.444,226.243,0.482,0.518,107,112,219,Phoenix,Phoenix,Win,230.0,Under,Win
Minnesota,New York,2024-01-01 11:16:01,113.448,113.038,226.485,0.512,0.488,106,112,218,Minnesota,New York,Loss,223.5,Over,Loss
Cleveland,Toronto,2024-01-01 11:16:01,112.372,111.232,223.604,0.532,0.468,121,124,245,Cleveland,Toronto,Loss,224.0,Under,Loss
Detroit,Houston,2024-01-01 11:16:01,112.208,115.6,227.808,0.406,0.594,113,136,249,Houston,Houston,Win,226.5,Over,Win
Indiana,Milwaukee,2024-01-01 11:16:01,118.751,121.574,240.325,0.421,0.579,122,113,235,Milwaukee,Indiana,Loss,259.5,Under,Win
Charlotte,Denver,2024-01-01 11:16:01,110.725,117.283,228.008,0.321,0.679,93,111,204,Denver,Denver,Win,227.5,Over,Loss
Dallas,Utah,2024-01-01 11:16:01,117.547,115.599,233.146,0.555,0.445,90,127,217,Dallas,Utah,Loss,245.5,Under,Win
Portland,Phoenix,2024-01-01 11:16:01,112.346,115.422,227.768,0.414,0.586,88,109,197,Phoenix,Phoenix,Win,229.5,Under,Win
Miami,LA Clippers,2024-01-01 11:16:02,112.047,112.724,224.771,0.481,0.519,104,121,225,LA Clippers,LA,Loss,228.0,Under,Win
Chicago,Philadelphia,2024-01-02 11:16:13,110.924,114.541,225.466,0.399,0.601,97,110,207,Philadelphia,Philadelphia,Win,225.0,Over,Loss
Boston,Okla City,2024-01-02 11:16:13,116.681,114.868,231.549,0.552,0.448,123,127,250,Boston,Okla City,Loss,240.5,Under,Loss
Brooklyn,New Orleans,2024-01-02 11:16:13,113.398,114.724,228.122,0.463,0.537,85,112,197,New Orleans,New Orleans,Win,229.5,Under,Win
San Antonio,Memphis,2024-01-02 11:16:13,112.748,117.178,229.926,0.378,0.622,98,106,204,Memphis,Memphis,Win,233.0,Under,Win
Charlotte,Sacramento,2024-01-02 11:16:13,113.874,119.0,232.873,0.359,0.641,111,104,215,Sacramento,Charlotte,Loss,232.5,Over,Loss
Orlando,Golden State,2024-01-02 11:16:13,114.254,114.872,229.126,0.483,0.517,115,121,236,Golden State,Golden State,Win,231.5,Under,Loss
Washington,Cleveland,2024-01-03 11:16:35,112.166,115.946,228.113,0.395,0.605,101,140,241,Cleveland,Cleveland,Win,239.5,Under,Loss
Milwaukee,Indiana,2024-01-03 11:16:35,121.374,118.752,240.126,0.573,0.427,130,142,272,Milwaukee,Indiana,Loss,257.0,Under,Loss
Okla City,Atlanta,2024-01-03 11:16:35,119.924,117.469,237.393,0.569,0.431,138,141,279,Okla City,Atlanta,Loss,247.0,Under,Loss
Brooklyn,Houston,2024-01-03 11:16:35,113.875,113.019,226.894,0.524,0.476,101,112,213,Brooklyn,Houston,Loss,222.5,Over,Loss
Toronto,Memphis,2024-01-03 11:16:35,113.275,112.321,225.596,0.527,0.473,116,111,227,Toronto,Toronto,Win,232.0,Under,Win
New Orleans,Minnesota,2024-01-03 11:16:35,113.285,113.197,226.482,0.502,0.498,117,106,223,New Orleans,New Orleans,Win,223.5,Over,Loss
Chicago,New York,2024-01-03 11:16:36,111.873,113.216,225.089,0.462,0.538,100,116,216,New York,New York,Win,219.0,Over,Loss
Portland,Dallas,2024-01-03 11:16:36,113.548,116.225,229.773,0.425,0.575,97,126,223,Dallas,Dallas,Win,234.5,Under,Win
Detroit,Utah,2024-01-03 11:16:36,114.087,117.752,231.839,0.398,0.602,148,154,302,Utah,Utah,Win,240.0,Under,Loss
Miami,LA Lakers,2024-01-03 11:16:36,113.008,112.923,225.931,0.502,0.498,110,96,206,Miami,Miami,Win,226.5,Under,Win
Orlando,Sacramento,2024-01-03 11:16:36,114.672,115.534,230.206,0.477,0.523,135,138,273,Sacramento,Sacramento,Win,232.5,Under,Loss
Milwaukee,San Antonio,2024-01-04 11:16:53,121.921,114.349,236.27,0.704,0.296,125,121,246,Milwaukee,Milwaukee,Win,249.5,Under,Win
Denver,Golden State,2024-01-04 11:16:53,115.823,113.895,229.718,0.554,0.446,130,127,257,Denver,Denver,Win,234.5,Under,Loss
Atlanta,Indiana,2024-01-05 11:19:20,121.273,121.025,242.297,0.507,0.493,116,150,266,Atlanta,Indiana,Loss,261.5,Under,Loss
Utah,Boston,2024-01-05 11:19:20,113.396,118.6,231.996,0.356,0.644,97,126,223,Boston,Boston,Win,239.0,Under,Win
Okla City,Brooklyn,2024-01-05 11:19:20,116.842,114.271,231.113,0.572,0.428,115,124,239,Okla City,Brooklyn,Loss,235.5,Under,Loss
Washington,Cleveland,2024-01-05 11:19:20,111.967,116.25,228.218,0.382,0.618,90,114,204,Cleveland,Cleveland,Win,240.0,Under,Win
New York,Philadelphia,2024-01-05 11:19:20,112.478,114.775,227.253,0.436,0.564,128,92,220,Philadelphia,New York,Loss,227.5,Under,Win
Charlotte,Chicago,2024-01-05 11:19:20,111.173,114.908,226.081,0.395,0.605,91,104,195,Chicago,Chicago,Win,223.0,Over,Loss
Minnesota,Houston,2024-01-05 11:19:21,114.025,111.725,225.75,0.564,0.436,122,95,217,Minnesota,Minnesota,Win,218.5,Over,Loss
Portland,Dallas,2024-01-05 11:19:21,113.299,116.35,229.649,0.416,0.584,103,139,242,Dallas,Dallas,Win,238.5,Under,Loss
Orlando,Denver,2024-01-05 11:19:21,111.571,114.168,225.739,0.427,0.573,122,120,242,Denver,Orlando,Loss,224.0,Over,Win
Miami,Phoenix,2024-01-05 11:19:21,112.07,112.379,224.449,0.491,0.509,97,113,210,Phoenix,Phoenix,Win,229.5,Under,Win
Detroit,Golden State,2024-01-05 11:19:21,113.739,119.091,232.83,0.353,0.647,109,113,222,Golden State,Golden State,Win,241.0,Under,Win
Memphis,LA Lakers,2024-01-05 11:19:21,113.187,114.146,227.333,0.473,0.527,127,113,240,LA Lakers,Memphis,Loss,226.0,Over,Win
Toronto,Sacramento,2024-01-05 11:19:22,115.456,116.064,231.52,0.482,0.518,130,135,265,Sacramento,Sacramento,Win,239.5,Under,Loss
Boston,Indiana,2024-01-06 11:15:33,120.391,116.044,236.434,0.62,0.38,118,101,219,Boston,Boston,Win,247.5,Under,Win
New York,Washington,2024-01-06 11:15:33,117.543,113.195,230.738,0.62,0.38,121,105,226,New York,New York,Win,239.0,Under,Win
Utah,Philadelphia,2024-01-06 11:15:33,113.12,117.622,230.742,0.376,0.624,120,109,229,Philadelphia,Utah,Loss,238.5,Under,Win
Milwaukee,Houston,2024-01-06 11:15:33,117.528,114.17,231.698,0.594,0.406,108,112,220,Milwaukee,Houston,Loss,238.5,Under,Win
San Antonio,Cleveland,2024-01-07 11:15:39,110.514,117.45,227.964,0.312,0.688,115,117,232,Cleveland,Cleveland,Win,234.0,Under,Win
Portland,Brooklyn,2024-01-07 11:15:39,112.438,115.089,227.527,0.426,0.574,134,127,261,Brooklyn,Portland,Loss,224.5,Over,Win
Atlanta,Orlando,2024-01-07 11:15:39,116.641,116.749,233.39,0.497,0.503,110,117,227,Orlando,Orlando,Win,239.0,Under,Win
New Orleans,Sacramento,2024-01-07 11:15:39,116.266,115.697,231.963,0.516,0.484,133,100,233,New Orleans,New Orleans,Win,234.5,Under,Win
Minnesota,Dallas,2024-01-07 11:15:39,114.823,113.995,228.817,0.523,0.477,108,115,223,Minnesota,Dallas,Loss,229.5,Under,Win
Detroit,Denver,2024-01-07 11:15:40,110.825,117.925,228.75,0.308,0.692,114,131,245,Denver,Denver,Win,236.0,Under,Loss
Memphis,Phoenix,2024-01-07 11:15:40,112.324,113.848,226.171,0.458,0.542,121,115,236,Phoenix,Memphis,Loss,229.5,Under,Loss
Toronto,Golden State,2024-01-07 11:15:40,115.091,115.506,230.597,0.488,0.512,133,118,251,Golden State,Toronto,Loss,238.0,Under,Loss
Boston,Indiana,2024-01-08 11:16:34,120.316,115.774,236.09,0.626,0.374,131,133,264,Boston,Indiana,Loss,244.0,Under,Loss
Chicago,Charlotte,2024-01-08 11:16:34,114.735,110.898,225.634,0.607,0.393,119,112,231,Chicago,Chicago,Win,217.0,Over,Win
Okla City,Washington,2024-01-08 11:16:34,119.899,114.748,234.648,0.642,0.358,136,128,264,Okla City,Okla City,Win,246.5,Under,Loss
Houston,Miami,2024-01-08 11:16:34,110.948,112.512,223.46,0.456,0.544,113,120,233,Miami,Miami,Win,219.0,Over,Win
Utah,Milwaukee,2024-01-08 11:16:34,116.274,119.494,235.769,0.41,0.59,132,116,248,Milwaukee,Utah,Loss,245.0,Under,Loss
Phoenix,LA Clippers,2024-01-08 11:16:34,113.546,114.07,227.616,0.486,0.514,111,138,249,LA Clippers,LA,Loss,227.0,Over,Win
Sacramento,Detroit,2024-01-09 11:16:27,119.747,114.371,234.118,0.649,0.351,131,110,241,Sacramento,Sacramento,Win,239.0,Under,Loss
Minnesota,Orlando,2024-01-09 11:16:27,113.474,112.099,225.572,0.538,0.462,113,92,205,Minnesota,Minnesota,Win,218.5,Over,Loss
Portland,New York,2024-01-09 11:16:27,111.574,115.896,227.47,0.381,0.619,84,112,196,New York,New York,Win,226.0,Over,Loss
Memphis,Dallas,2024-01-09 11:16:27,113.687,114.887,228.574,0.466,0.534,120,103,223,Dallas,Memphis,Loss,234.0,Under,Win
Toronto,LA Lakers,2024-01-09 11:16:27,114.424,114.248,228.671,0.505,0.495,131,132,263,Toronto,LA Lakers,Loss,234.5,Under,Loss
Minnesota,Boston,2024-01-10 11:16:28,112.389,115.086,227.474,0.425,0.575,120,127,247,Boston,Boston,Win,223.5,Over,Win
Sacramento,Charlotte,2024-01-10 11:16:28,118.875,113.987,232.861,0.636,0.364,123,98,221,Sacramento,Sacramento,Win,234.0,Under,Win
San Antonio,Detroit,2024-01-10 11:16:28,116.322,116.72,233.042,0.489,0.511,130,108,238,Detroit,San Antonio,Loss,239.5,Under,Win
Washington,Indiana,2024-01-10 11:16:28,118.065,120.874,238.939,0.421,0.579,104,112,216,Indiana,Indiana,Win,253.5,Under,Win
Philadelphia,Atlanta,2024-01-10 11:16:28,118.755,115.352,234.107,0.595,0.405,132,139,271,Philadelphia,Atlanta,Loss,245.5,Under,Loss
Okla City,Miami,2024-01-10 11:16:28,114.928,113.201,228.129,0.55,0.45,128,120,248,Okla City,Okla City,Win,234.5,Under,Loss
Houston,Chicago,2024-01-10 11:16:28,111.575,112.738,224.313,0.468,0.532,119,124,243,Chicago,Chicago,Win,217.0,Over,Win
New Orleans,Golden State,2024-01-10 11:16:29,115.922,114.817,230.739,0.531,0.469,141,105,246,New Orleans,New Orleans,Win,233.5,Under,Loss
Denver,Utah,2024-01-10 11:16:29,117.017,113.445,230.462,0.599,0.401,111,124,235,Denver,Utah,Loss,238.0,Under,Win
Toronto,LA Clippers,2024-01-10 11:16:29,113.322,114.572,227.894,0.465,0.535,120,126,246,LA Clippers,LA,Loss,235.5,Under,Loss
Brooklyn,Cleveland,2024-01-11 11:16:23,111.301,113.295,224.596,0.444,0.556,102,111,213,Cleveland,Cleveland,Win,226.5,Under,Win
Boston,Milwaukee,2024-01-11 11:16:23,117.97,115.65,233.621,0.566,0.434,102,135,237,Boston,Milwaukee,Loss,240.5,Under,Win
Portland,Okla City,2024-01-11 11:16:23,113.225,118.29,231.515,0.358,0.642,77,139,216,Okla City,Okla City,Win,233.0,Under,Win
New York,Dallas,2024-01-11 11:16:23,115.2,113.975,229.174,0.535,0.465,124,128,252,New York,Dallas,Loss,233.5,Under,Loss
Phoenix,LA Lakers,2024-01-11 11:16:24,114.799,114.296,229.096,0.514,0.486,127,109,236,Phoenix,Phoenix,Win,237.0,Under,Win
Indiana,Atlanta,2024-01-12 11:19:23,121.15,121.049,242.199,0.504,0.496,126,108,234,Indiana,Indiana,Win,252.0,Under,Win
Houston,Detroit,2024-01-12 11:19:24,116.137,112.684,228.821,0.597,0.403,112,110,222,Houston,Houston,Win,227.5,Over,Loss
Sacramento,Philadelphia,2024-01-12 11:19:24,115.079,117.174,232.253,0.441,0.559,93,112,205,Philadelphia,Philadelphia,Win,242.5,Under,Win
Charlotte,San Antonio,2024-01-12 11:19:24,116.229,115.508,231.738,0.521,0.479,99,135,234,Charlotte,San Antonio,Loss,242.5,Under,Win
Golden State,Chicago,2024-01-12 11:19:24,114.513,114.138,228.651,0.511,0.489,140,131,271,Golden State,Golden State,Win,228.5,Over,Win
Orlando,Miami,2024-01-12 11:19:24,111.446,111.996,223.442,0.485,0.515,96,99,195,Miami,Miami,Win,219.0,Over,Loss
Portland,Minnesota,2024-01-12 11:19:24,110.998,115.59,226.589,0.373,0.627,93,116,209,Minnesota,Minnesota,Win,221.5,Over,Loss
Toronto,Utah,2024-01-12 11:19:25,116.207,115.019,231.226,0.533,0.467,113,145,258,Toronto,Utah,Loss,237.5,Under,Loss
New Orleans,Denver,2024-01-12 11:19:25,113.179,113.786,226.964,0.483,0.517,113,125,238,Denver,Denver,Win,229.5,Under,Loss
Houston,Boston,2024-01-13 11:17:58,111.45,116.656,228.105,0.357,0.643,113,145,258,Boston,Boston,Win,227.5,Over,Win
Washington,Atlanta,2024-01-13 11:17:58,117.599,120.2,237.799,0.426,0.574,127,99,226,Atlanta,Washington,Loss,252.0,Under,Win
Golden State,Milwaukee,2024-01-13 11:17:58,117.199,118.962,236.161,0.45,0.55,118,129,247,Milwaukee,Milwaukee,Win,246.0,Under,Loss
New York,Memphis,2024-01-13 11:17:58,114.122,112.025,226.146,0.559,0.441,106,94,200,New York,New York,Win,223.0,Over,Loss
Orlando,Okla City,2024-01-13 11:17:58,113.59,116.369,229.959,0.422,0.578,100,112,212,Okla City,Okla City,Win,232.0,Under,Win
New Orleans,Dallas,2024-01-13 11:17:59,115.5,114.33,229.83,0.533,0.467,118,108,226,New Orleans,New Orleans,Win,229.0,Over,Loss
Chicago,San Antonio,2024-01-13 11:17:59,116.849,112.374,229.224,0.625,0.375,122,116,238,Chicago,Chicago,Win,225.0,Over,Win
LA Lakers,Utah,2024-01-13 11:17:59,116.666,115.923,232.589,0.521,0.479,125,132,257,LA Lakers,Utah,Loss,238.5,Under,Loss
