team_name_1,team_name_2,timestamp,team_1_adj_pts,team_2_adj_pts,total_adj_pts,team_1_win_percentage,team_2_win_percentage,team_1_actual_points,team_2_actual_points,total_actual_points,moneyline_prediction,actual_winner,moneyline_result,total_o_u_points,o_u_prediction,o_u_result,,
Toronto,Minnesota,2024-04-03 11:16:08,111.771,114.449,226.22,0.424,0.576,85,133,218,Minnesota,Minnesota,Win,216.0,Over,Win
Orlando,New Orleans,2024-04-03 11:16:08,111.225,112.935,224.159,0.452,0.548,117,108,225,New Orleans,Orlando,Loss,208.5,Over,Win
Cleveland,Phoenix,2024-04-03 11:16:08,112.574,111.644,224.217,0.526,0.474,101,122,223,Cleveland,Phoenix,Loss,226.5,Under,Win
Atlanta,Dallas,2024-04-04 11:15:38,116.862,117.766,234.628,0.474,0.526,95,109,204,Dallas,Dallas,Win,229.5,Over,Loss
Philadelphia,Miami,2024-04-04 11:15:38,111.318,110.297,221.616,0.529,0.471,109,105,214,Philadelphia,Philadelphia,Win,210.0,Over,Win
Sacramento,New York,2024-04-04 11:15:38,114.087,115.011,229.099,0.474,0.526,109,120,229,New York,New York,Win,216.0,Over,Win
Golden State,Houston,2024-04-04 11:15:38,116.769,114.235,231.004,0.571,0.429,133,110,243,Golden State,Golden State,Win,226.5,Over,Win
Denver,LA Clippers,2024-04-04 11:15:38,114.022,112.603,226.625,0.54,0.46,100,102,202,Denver,LA,Loss,218.5,Over,Loss
Orlando,Charlotte,2024-04-05 11:15:30,113.886,109.818,223.704,0.613,0.387,115,124,239,Orlando,Charlotte,Loss,206.0,Over,Win
Okla City,Indiana,2024-04-05 11:15:31,119.273,117.153,236.426,0.56,0.44,112,126,238,Okla City,Indiana,Loss,233.0,Over,Win
Portland,Washington,2024-04-05 11:15:31,114.321,114.889,229.21,0.484,0.516,108,102,210,Washington,Portland,Loss,220.0,Over,Loss
Sacramento,Boston,2024-04-05 11:15:32,114.271,117.871,232.142,0.4,0.6,100,101,201,Boston,Boston,Win,226.0,Over,Loss
New York,Chicago,2024-04-05 11:15:32,112.949,111.017,223.967,0.554,0.446,100,108,208,New York,Chicago,Loss,212.5,Over,Loss
Detroit,Memphis,2024-04-05 11:15:32,111.668,114.932,226.6,0.408,0.592,90,108,198,Memphis,Memphis,Win,211.0,Over,Loss
Miami,Houston,2024-04-05 11:15:32,112.532,110.51,223.042,0.557,0.443,119,104,223,Miami,Miami,Win,215.0,Over,Win
Toronto,Milwaukee,2024-04-05 11:15:32,113.941,116.737,230.678,0.422,0.578,117,111,228,Milwaukee,Toronto,Loss,225.5,Over,Win
San Antonio,New Orleans,2024-04-05 11:15:32,112.074,117.882,229.956,0.34,0.66,111,109,220,New Orleans,San Antonio,Loss,219.5,Over,Win
Golden State,Dallas,2024-04-05 11:15:32,116.49,116.175,232.665,0.509,0.491,106,108,214,Golden State,Dallas,Loss,227.5,Over,Loss
Minnesota,Phoenix,2024-04-05 11:15:33,113.574,112.977,226.55,0.516,0.484,87,97,184,Minnesota,Phoenix,Loss,217.0,Over,Loss
Utah,LA Clippers,2024-04-05 11:15:33,114.811,117.027,231.839,0.437,0.563,102,131,233,LA Clippers,LA,Loss,223.5,Over,Win
Cleveland,LA Lakers,2024-04-06 11:14:45,114.103,112.586,226.689,0.542,0.458,97,116,213,Cleveland,LA Lakers,Loss,228.5,Under,Win
Detroit,Brooklyn,2024-04-06 11:14:45,111.618,115.295,226.913,0.397,0.603,103,113,216,Brooklyn,Brooklyn,Win,215.0,Over,Win
Philadelphia,Memphis,2024-04-06 11:14:45,113.348,111.05,224.398,0.564,0.436,116,96,212,Philadelphia,Philadelphia,Win,209.0,Over,Win
Atlanta,Denver,2024-04-06 11:14:45,114.327,116.93,231.257,0.427,0.573,110,142,252,Denver,Denver,Win,221.5,Over,Win
Cleveland,LA Clippers,2024-04-07 11:16:01,112.398,111.501,223.9,0.525,0.475,118,120,238,Cleveland,LA,Loss,219.5,Over,Win
Houston,Dallas,2024-04-07 11:16:01,113.593,115.975,229.567,0.433,0.567,136,147,283,Dallas,Dallas,Win,227.0,Over,Win
Miami,Indiana,2024-04-07 11:16:01,114.582,113.948,228.53,0.518,0.482,115,117,232,Miami,Indiana,Loss,225.0,Over,Win
Portland,Boston,2024-04-07 11:16:01,110.1,117.619,227.719,0.298,0.702,107,124,231,Boston,Boston,Win,216.0,Over,Win
Okla City,Charlotte,2024-04-07 11:16:01,117.697,111.756,229.453,0.662,0.338,121,118,239,Okla City,Okla City,Win,218.0,Over,Win
Chicago,Orlando,2024-04-07 11:16:01,111.774,111.747,223.521,0.501,0.499,98,113,211,Chicago,Orlando,Loss,210.0,Over,Win
New Orleans,Phoenix,2024-04-07 11:16:01,113.771,113.361,227.132,0.511,0.489,113,105,218,New Orleans,New Orleans,Win,222.0,Over,Loss
Washington,Toronto,2024-04-07 11:16:01,114.097,115.537,229.634,0.46,0.54,122,130,252,Toronto,Toronto,Win,229.5,Over,Win
Philadelphia,San Antonio,2024-04-07 11:16:01,117.472,111.747,229.219,0.657,0.343,133,126,259,Philadelphia,Philadelphia,Win,226.0,Over,Win
New York,Milwaukee,2024-04-07 11:16:02,114.27,113.991,228.261,0.508,0.492,122,109,231,New York,New York,Win,220.0,Over,Win
Sacramento,Brooklyn,2024-04-07 11:16:02,115.64,114.248,229.889,0.539,0.461,107,77,184,Sacramento,Sacramento,Win,219.0,Over,Loss
Utah,Golden State,2024-04-07 11:16:02,116.3,118.673,234.973,0.433,0.567,110,118,228,Golden State,Golden State,Win,228.5,Over,Loss
Minnesota,LA Lakers,2024-04-07 11:16:02,115.094,113.804,228.898,0.538,0.462,127,117,244,Minnesota,Minnesota,Win,220.0,Over,Win
Dallas,Charlotte,2024-04-08 11:16:04,116.65,111.83,228.48,0.634,0.366,0,0,0,Dallas,Tie,Loss,219.5,Over,Loss
Detroit,Philadelphia,2024-04-08 11:16:04,110.674,116.451,227.125,0.342,0.658,0,0,0,Philadelphia,Tie,Loss,219.5,Over,Loss
Indiana,Toronto,2024-04-08 11:16:04,117.154,116.22,233.374,0.525,0.475,0,0,0,Indiana,Tie,Loss,240.0,Under,Win
Boston,Milwaukee,2024-04-08 11:16:04,117.062,114.125,231.187,0.582,0.418,0,0,0,Boston,Tie,Loss,228.0,Over,Loss
Miami,Atlanta,2024-04-08 11:16:05,114.297,113.496,227.794,0.522,0.478,0,0,0,Miami,Tie,Loss,221.5,Over,Loss
New York,Chicago,2024-04-08 11:16:05,112.899,110.993,223.892,0.554,0.446,0,0,0,New York,Tie,Loss,213.0,Over,Loss
Orlando,Houston,2024-04-08 11:16:05,113.448,111.798,225.246,0.546,0.454,0,0,0,Orlando,Tie,Loss,211.5,Over,Loss
San Antonio,Memphis,2024-04-08 11:16:05,112.725,115.964,228.689,0.409,0.591,0,0,0,Memphis,Tie,Loss,215.0,Over,Loss
Washington,Minnesota,2024-04-08 11:16:05,111.992,116.303,228.295,0.38,0.62,0,0,0,Minnesota,Tie,Loss,222.5,Over,Loss
Sacramento,Okla City,2024-04-08 11:16:05,116.712,117.521,234.233,0.477,0.523,0,0,0,Okla City,Tie,Loss,228.5,Over,Loss
Denver,Utah,2024-04-08 11:16:05,117.179,113.383,230.563,0.606,0.394,0,0,0,Denver,Tie,Loss,224.5,Over,Loss
Golden State,LA Lakers,2024-04-08 11:16:05,117.122,116.549,233.671,0.516,0.484,0,0,0,Golden State,Tie,Loss,232.5,Over,Loss
New Orleans,Portland,2024-04-08 11:16:06,115.596,110.848,226.444,0.631,0.369,0,0,0,New Orleans,Tie,Loss,210.5,Over,Loss
Dallas,Charlotte,2024-04-09 11:15:36,116.65,111.83,228.48,0.633,0.367,130,104,234,Dallas,Dallas,Win,221.5,Over,Win
Detroit,Philadelphia,2024-04-09 11:15:36,110.674,116.451,227.125,0.342,0.658,102,120,222,Philadelphia,Philadelphia,Win,221.5,Over,Win
Indiana,Toronto,2024-04-09 11:15:36,117.154,116.22,233.374,0.526,0.474,140,123,263,Indiana,Indiana,Win,238.0,Under,Loss
Boston,Milwaukee,2024-04-09 11:15:37,117.062,114.125,231.187,0.582,0.418,91,104,195,Boston,Milwaukee,Loss,228.0,Over,Loss
Miami,Atlanta,2024-04-09 11:15:37,114.297,113.496,227.794,0.523,0.477,117,111,228,Miami,Miami,Win,222.0,Over,Win
San Antonio,Memphis,2024-04-09 11:15:37,112.725,115.964,228.689,0.41,0.59,102,87,189,Memphis,San Antonio,Loss,214.5,Over,Loss
New York,Chicago,2024-04-09 11:15:37,112.899,110.993,223.892,0.554,0.446,128,117,245,New York,New York,Win,212.5,Over,Win
Orlando,Houston,2024-04-09 11:15:37,113.448,111.798,225.246,0.547,0.453,106,118,224,Orlando,Houston,Loss,214.5,Over,Win
Washington,Minnesota,2024-04-09 11:15:37,111.992,116.303,228.295,0.38,0.62,121,130,251,Minnesota,Minnesota,Win,224.0,Over,Win
Sacramento,Okla City,2024-04-09 11:15:37,116.712,117.521,234.233,0.476,0.524,105,112,217,Okla City,Okla City,Win,227.0,Over,Loss
Denver,Utah,2024-04-09 11:15:38,117.179,113.383,230.563,0.607,0.393,111,95,206,Denver,Denver,Win,225.0,Over,Loss
Golden State,LA Lakers,2024-04-09 11:15:38,117.122,116.549,233.671,0.516,0.484,134,120,254,Golden State,Golden State,Win,235.0,Under,Loss
New Orleans,Portland,2024-04-09 11:15:38,115.596,110.848,226.444,0.631,0.369,110,100,210,New Orleans,New Orleans,Win,213.0,Over,Loss
Memphis,Cleveland,2024-04-10 11:18:24,109.592,112.299,221.891,0.425,0.575,98,110,208,Cleveland,Cleveland,Win,212.0,Over,Loss
Charlotte,Atlanta,2024-04-10 11:18:24,113.853,117.698,231.551,0.394,0.606,115,114,229,Atlanta,Charlotte,Loss,219.5,Over,Win
Toronto,Brooklyn,2024-04-10 11:18:24,112.775,113.336,226.111,0.484,0.516,102,106,208,Brooklyn,Brooklyn,Win,221.5,Over,Loss
Dallas,Miami,2024-04-10 11:18:24,112.534,112.243,224.777,0.508,0.492,111,92,203,Dallas,Dallas,Win,215.5,Over,Loss
Orlando,Milwaukee,2024-04-10 11:18:24,113.055,114.671,227.726,0.454,0.546,99,117,216,Milwaukee,Milwaukee,Win,216.0,Over,Tie
San Antonio,Okla City,2024-04-10 11:18:24,113.744,119.719,233.462,0.337,0.663,89,127,216,Okla City,Okla City,Win,226.5,Over,Loss
Minnesota,Denver,2024-04-10 11:18:24,112.183,112.856,225.039,0.481,0.519,107,116,223,Denver,Denver,Win,212.5,Over,Win
Phoenix,LA Clippers,2024-04-10 11:18:25,113.896,113.796,227.691,0.503,0.497,124,108,232,Phoenix,Phoenix,Win,227.0,Over,Win
Chicago,Detroit,2024-04-11 11:16:48,115.529,111.419,226.947,0.615,0.385,127,105,232,Chicago,Chicago,Win,217.5,Over,Win
New York,Boston,2024-04-11 11:16:48,111.687,114.115,225.802,0.432,0.568,118,109,227,Boston,New York,Loss,214.5,Over,Win
Houston,Utah,2024-04-11 11:16:48,115.849,116.15,231.998,0.492,0.508,121,124,245,Utah,Utah,Win,227.5,Over,Win
Golden State,Portland,2024-04-11 11:16:48,117.247,113.036,230.283,0.618,0.382,100,92,192,Golden State,Golden State,Win,222.5,Over,Loss
New Orleans,Sacramento,2024-04-11 11:16:48,115.571,114.874,230.445,0.52,0.48,135,123,258,New Orleans,New Orleans,Win,217.5,Over,Win
Chicago,Washington,2024-04-12 11:18:36,115.483,112.949,228.432,0.571,0.429,129,127,256,Chicago,Chicago,Win,223.0,Over,Win
Orlando,Philadelphia,2024-04-12 11:18:36,110.95,112.691,223.641,0.45,0.55,113,125,238,Philadelphia,Philadelphia,Win,211.5,Over,Win
Charlotte,Boston,2024-04-12 11:18:36,109.398,117.747,227.145,0.277,0.723,98,131,229,Boston,Boston,Win,218.0,Over,Win
Brooklyn,New York,2024-04-12 11:18:36,110.672,113.075,223.746,0.433,0.567,107,111,218,New York,New York,Win,211.5,Over,Win
Indiana,Cleveland,2024-04-12 11:18:36,113.736,115.781,229.517,0.443,0.557,120,129,249,Cleveland,Cleveland,Win,233.0,Under,Loss
Atlanta,Minnesota,2024-04-12 11:18:36,114.539,116.622,231.161,0.441,0.559,106,109,215,Minnesota,Minnesota,Win,226.0,Over,Loss
Denver,San Antonio,2024-04-12 11:18:36,117.962,111.319,229.281,0.681,0.319,120,121,241,Denver,San Antonio,Loss,223.0,Over,Win
LA Lakers,Memphis,2024-04-12 11:18:36,114.903,113.591,228.495,0.537,0.463,123,120,243,LA Lakers,LA Lakers,Win,225.5,Over,Win
Toronto,Miami,2024-04-12 11:18:36,110.707,112.216,222.924,0.457,0.543,103,125,228,Miami,Miami,Win,218.5,Over,Win
Milwaukee,Okla City,2024-04-12 11:18:36,116.512,116.812,233.324,0.491,0.509,107,125,232,Okla City,Okla City,Win,223.5,Over,Win
Detroit,Dallas,2024-04-12 11:18:37,112.476,117.643,230.12,0.358,0.642,107,89,196,Dallas,Detroit,Loss,218.0,Over,Loss
New Orleans,Golden State,2024-04-12 11:18:37,115.349,114.705,230.054,0.519,0.481,114,109,223,New Orleans,New Orleans,Win,220.0,Over,Win
Houston,Portland,2024-04-12 11:18:37,114.409,112.986,227.395,0.54,0.46,116,107,223,Houston,Houston,Win,218.0,Over,Win
Utah,LA Clippers,2024-04-12 11:18:37,114.662,117.027,231.689,0.433,0.567,110,109,219,LA Clippers,Utah,Loss,224.0,Over,Loss
Phoenix,Sacramento,2024-04-12 11:18:37,115.772,115.566,231.338,0.506,0.494,108,107,215,Phoenix,Phoenix,Win,225.5,Over,Loss
Atlanta,Indiana,2024-04-13 11:13:18,119.097,119.325,238.422,0.494,0.506,0,0,0,Indiana,Tie,Loss,235.5,Over,Loss
Brooklyn,Philadelphia,2024-04-13 11:13:18,111.275,113.448,224.722,0.439,0.561,0,0,0,Philadelphia,Tie,Loss,212.5,Over,Loss
Charlotte,Cleveland,2024-04-13 11:13:18,108.5,114.472,222.971,0.336,0.664,0,0,0,Cleveland,Tie,Loss,206.5,Over,Loss
Chicago,New York,2024-04-13 11:13:19,111.142,112.999,224.141,0.448,0.552,0,0,0,New York,Tie,Loss,214.5,Over,Loss
Milwaukee,Orlando,2024-04-13 11:13:19,114.724,113.005,227.729,0.548,0.452,0,0,0,Milwaukee,Tie,Loss,214.5,Over,Loss
LA Lakers,New Orleans,2024-04-13 11:13:19,114.316,115.622,229.938,0.462,0.538,0,0,0,New Orleans,Tie,Loss,229.5,Over,Loss
Phoenix,Minnesota,2024-04-13 11:13:19,112.857,113.423,226.28,0.484,0.516,0,0,0,Minnesota,Tie,Loss,216.5,Over,Loss
Atlanta,Chicago,2024-04-13 11:13:19,115.415,115.777,231.192,0.491,0.509,0,0,0,Chicago,Tie,Loss,218.5,Over,Loss
Atlanta,Indiana,2024-04-14 14:30:34,119.097,119.325,238.422,0.494,0.506,115,157,272,Indiana,Indiana,Win,240.0,Under,Loss
Washington,Boston,2024-04-14 14:30:34,111.687,118.625,230.312,0.312,0.688,122,132,254,Boston,Boston,Win,227.0,Over,Win
Brooklyn,Philadelphia,2024-04-14 14:30:34,111.275,113.448,224.722,0.438,0.562,86,107,193,Philadelphia,Philadelphia,Win,215.0,Over,Loss
Charlotte,Cleveland,2024-04-14 14:30:34,108.5,114.472,222.971,0.336,0.664,120,110,230,Cleveland,Charlotte,Loss,209.0,Over,Win
Chicago,New York,2024-04-14 14:30:34,111.142,112.999,224.141,0.447,0.553,119,120,239,New York,New York,Win,216.5,Over,Win
Toronto,Miami,2024-04-14 14:30:34,110.683,112.266,222.949,0.456,0.544,103,118,221,Miami,Miami,Win,220.5,Over,Win
Milwaukee,Orlando,2024-04-14 14:30:35,114.724,113.005,227.729,0.548,0.452,88,113,201,Milwaukee,Orlando,Loss,214.5,Over,Loss
Dallas,Okla City,2024-04-14 14:30:35,115.473,116.659,232.132,0.466,0.534,86,135,221,Okla City,Okla City,Win,224.5,Over,Loss
Denver,Memphis,2024-04-14 14:30:35,113.895,110.625,224.519,0.592,0.408,126,111,237,Denver,Denver,Win,218.0,Over,Win
Detroit,San Antonio,2024-04-14 14:30:35,115.474,115.558,231.032,0.497,0.503,95,123,218,San Antonio,San Antonio,Win,215.0,Over,Win
Utah,Golden State,2024-04-14 14:30:35,116.125,118.573,234.698,0.431,0.569,116,123,239,Golden State,Golden State,Win,223.0,Over,Win
Houston,LA Clippers,2024-04-14 14:30:35,112.725,115.348,228.073,0.427,0.573,116,105,221,LA Clippers,Houston,Loss,221.0,Over,Tie
LA Lakers,New Orleans,2024-04-14 14:30:35,114.316,115.622,229.938,0.463,0.537,124,108,232,New Orleans,LA Lakers,Loss,230.0,Under,Loss
Phoenix,Minnesota,2024-04-14 14:30:35,112.857,113.423,226.28,0.484,0.516,125,106,231,Minnesota,Phoenix,Loss,217.0,Over,Win
Portland,Sacramento,2024-04-14 14:30:35,113.253,117.346,230.599,0.386,0.614,82,121,203,Sacramento,Sacramento,Win,213.5,Over,Loss
Atlanta,Chicago,2024-04-14 14:30:35,115.415,115.777,231.192,0.49,0.51,115,157,272,Chicago,Indiana,Loss,218.5,Over,Win
LA Lakers,New Orleans,2024-04-15 11:16:30,114.391,115.547,229.939,0.468,0.532,0,0,0,New Orleans,Tie,Loss,226.0,Over,Loss
Golden State,Sacramento,2024-04-15 11:16:30,117.147,117.143,234.291,0.501,0.499,0,0,0,Golden State,Tie,Loss,225.5,Over,Loss
LA Lakers,New Orleans,2024-04-16 11:16:05,114.391,115.547,229.939,0.467,0.533,110,106,216,New Orleans,LA Lakers,Loss,223.5,Over,Loss
Golden State,Sacramento,2024-04-16 11:16:06,117.147,117.143,234.291,0.5,0.5,94,118,212,Golden State,Sacramento,Loss,224.0,Over,Loss
Miami,Philadelphia,2024-04-17 11:17:07,110.198,111.392,221.59,0.467,0.533,104,105,209,Philadelphia,Philadelphia,Win,207.5,Over,Win
Atlanta,Chicago,2024-04-17 11:17:07,115.416,115.9,231.316,0.487,0.513,116,131,247,Chicago,Chicago,Win,221.5,Over,Win
Chicago,Miami,2024-04-18 11:15:44,110.632,111.115,221.746,0.486,0.514,0,0,0,Miami,Tie,Loss,209.5,Over,Loss
Sacramento,New Orleans,2024-04-18 11:15:44,114.975,115.472,230.448,0.486,0.514,0,0,0,New Orleans,Tie,Loss,213.5,Over,Loss
Chicago,Miami,2024-04-19 11:15:53,110.632,111.115,221.746,0.486,0.514,91,112,203,Miami,Miami,Win,205.0,Over,Loss
Sacramento,New Orleans,2024-04-19 11:15:54,114.975,115.472,230.448,0.486,0.514,98,105,203,New Orleans,New Orleans,Win,210.0,Over,Loss
Orlando,Cleveland,2024-04-20 11:15:18,109.642,111.549,221.192,0.446,0.554,83,97,180,Cleveland,Cleveland,Win,207.5,Over,Loss
Phoenix,Minnesota,2024-04-20 11:15:18,112.932,113.373,226.305,0.488,0.512,95,120,215,Minnesota,Minnesota,Win,214.0,Over,Win
Philadelphia,New York,2024-04-20 11:15:18,111.955,112.117,224.072,0.495,0.505,104,111,215,New York,New York,Win,209.0,Over,Win
LA Lakers,Denver,2024-04-20 11:15:18,113.673,115.698,229.372,0.443,0.557,103,114,217,Denver,Denver,Win,223.5,Over,Loss
Miami,Boston,2024-04-21 11:14:59,109.825,113.512,223.336,0.396,0.604,94,114,208,Boston,Boston,Win,209.0,Over,Loss
Dallas,LA Clippers,2024-04-21 11:14:59,114.49,114.75,229.239,0.492,0.508,97,109,206,LA Clippers,LA,Loss,223.0,Over,Loss
Indiana,Milwaukee,2024-04-21 11:14:59,117.403,118.946,236.349,0.457,0.543,94,109,203,Milwaukee,Milwaukee,Win,231.5,Over,Loss
New Orleans,Okla City,2024-04-21 11:14:59,114.6,115.069,229.669,0.486,0.514,92,94,186,Okla City,Okla City,Win,214.5,Over,Loss
Orlando,Cleveland,2024-04-22 11:15:32,109.468,111.475,220.942,0.444,0.556,86,96,182,Cleveland,Cleveland,Win,203.0,Over,Loss
Philadelphia,New York,2024-04-22 11:15:32,111.93,112.117,224.047,0.494,0.506,101,104,205,New York,New York,Win,207.5,Over,Loss
LA Lakers,Denver,2024-04-22 11:15:32,113.599,115.673,229.272,0.442,0.558,99,101,200,Denver,Denver,Win,223.0,Over,Loss
Phoenix,Minnesota,2024-04-23 11:16:36,112.858,113.423,226.281,0.485,0.515,93,105,198,Minnesota,Minnesota,Win,211.5,Over,Loss
Indiana,Milwaukee,2024-04-23 11:16:36,117.253,118.871,236.124,0.455,0.545,125,108,233,Milwaukee,Indiana,Loss,220.5,Over,Win
Dallas,LA Clippers,2024-04-23 11:16:36,114.39,114.725,229.115,0.491,0.509,96,93,189,LA Clippers,Dallas,Loss,215.5,Over,Loss
Miami,Boston,2024-04-24 11:17:37,109.725,113.514,223.239,0.394,0.606,111,101,212,Boston,Miami,Loss,202.5,Over,Win
New Orleans,Okla City,2024-04-24 11:17:37,114.475,114.945,229.42,0.486,0.514,92,124,216,Okla City,Okla City,Win,210.5,Over,Win
Cleveland,Orlando,2024-04-25 11:15:43,111.425,109.318,220.742,0.559,0.441,83,121,204,Cleveland,Orlando,Loss,198.5,Over,Win
New York,Philadelphia,2024-04-25 11:15:43,112.067,111.856,223.923,0.505,0.495,114,125,239,New York,Philadelphia,Loss,201.5,Over,Win
Denver,LA Lakers,2024-04-25 11:15:44,115.598,113.525,229.123,0.558,0.442,112,105,217,Denver,Denver,Win,215.0,Over,Win
Milwaukee,Indiana,2024-04-26 11:15:51,118.796,117.278,236.075,0.543,0.457,118,121,239,Milwaukee,Indiana,Loss,221.0,Over,Win
Minnesota,Phoenix,2024-04-26 11:15:51,113.373,112.733,226.106,0.519,0.481,126,109,235,Minnesota,Minnesota,Win,206.5,Over,Win
Cleveland,Orlando,2024-04-27 11:14:19,111.25,109.392,220.642,0.552,0.448,89,112,201,Cleveland,Orlando,Loss,201.5,Over,Loss
Okla City,New Orleans,2024-04-27 11:14:19,114.997,114.35,229.347,0.519,0.481,106,85,191,Okla City,Okla City,Win,208.5,Over,Loss
Boston,Miami,2024-04-27 11:14:19,113.44,109.75,223.19,0.602,0.398,104,84,188,Boston,Boston,Win,202.5,Over,Loss
Denver,LA Lakers,2024-04-27 11:14:20,115.548,113.475,229.023,0.559,0.441,108,119,227,Denver,LA Lakers,Loss,218.0,Over,Win
New York,Philadelphia,2024-04-28 11:14:50,112.067,111.931,223.998,0.503,0.497,97,92,189,New York,New York,Win,209.0,Over,Loss
Milwaukee,Indiana,2024-04-28 11:14:51,118.796,117.278,236.075,0.543,0.457,113,126,239,Milwaukee,Indiana,Loss,216.5,Over,Win
Minnesota,Phoenix,2024-04-28 11:14:51,113.423,112.734,226.157,0.52,0.48,122,116,238,Minnesota,Minnesota,Win,210.5,Over,Win
Boston,Miami,2024-04-29 11:17:27,113.392,109.6,222.992,0.606,0.394,102,88,190,Boston,Boston,Win,203.5,Over,Loss
Okla City,New Orleans,2024-04-29 11:17:27,114.947,114.2,229.147,0.521,0.479,97,89,186,Okla City,Okla City,Win,204.5,Over,Loss
LA Lakers,Denver,2024-04-29 11:17:27,113.526,115.524,229.05,0.443,0.557,106,108,214,Denver,Denver,Win,217.0,Over,Loss
Philadelphia,New York,2024-04-30 11:17:51,111.831,111.967,223.798,0.496,0.504,112,106,218,New York,Philadelphia,Loss,203.0,Over,Win
Orlando,Cleveland,2024-04-30 11:17:51,109.418,111.1,220.517,0.452,0.548,103,104,207,Cleveland,Cleveland,Win,200.5,Over,Win
Indiana,Milwaukee,2024-04-30 11:17:51,117.329,118.771,236.101,0.46,0.54,92,115,207,Milwaukee,Milwaukee,Win,215.0,Over,Loss
Miami,Boston,2024-05-01 11:15:58,109.475,113.318,222.793,0.394,0.606,84,118,202,Boston,Boston,Win,198.5,Over,Win
Dallas,LA Clippers,2024-05-01 11:15:58,114.165,114.45,228.615,0.492,0.508,123,93,216,LA Clippers,Dallas,Loss,207.5,Over,Win
Milwaukee,Indiana,2024-05-02 11:15:54,118.721,117.179,235.901,0.543,0.457,98,120,218,Milwaukee,Indiana,Loss,212.5,Over,Win
New York,Philadelphia,2024-05-02 11:15:54,111.942,111.807,223.749,0.504,0.496,118,115,233,New York,New York,Win,198.5,Over,Win
Cleveland,Orlando,2024-05-03 11:16:07,111.1,109.368,220.467,0.548,0.452,96,103,199,Cleveland,Orlando,Loss,199.0,Over,Tie
Minnesota,Denver,2024-05-04 11:14:43,112.158,112.882,225.04,0.48,0.52,106,99,205,Denver,Minnesota,Loss,208.5,Over,Loss
Orlando,Cleveland,2024-05-05 11:15:49,109.318,111.025,220.342,0.451,0.549,94,106,200,Cleveland,Cleveland,Win,194.5,Over,Win
Indiana,New York,2024-05-06 11:15:51,114.502,116.383,230.885,0.448,0.552,117,121,238,New York,New York,Win,217.0,Over,Win
Minnesota,Denver,2024-05-06 11:15:51,112.133,112.808,224.941,0.481,0.519,106,80,186,Denver,Minnesota,Loss,205.0,Over,Loss
Cleveland,Boston,2024-05-07 11:17:55,110.422,113.007,223.428,0.428,0.572,95,120,215,Boston,Boston,Win,208.5,Over,Win
Dallas,Okla City,2024-05-07 11:17:55,114.847,116.333,231.18,0.458,0.542,95,117,212,Okla City,Okla City,Win,218.0,Over,Loss
Indiana,New York,2024-05-08 11:17:54,114.528,116.409,230.936,0.447,0.553,121,130,251,New York,New York,Win,222.5,Over,Win
Cleveland,Boston,2024-05-09 11:16:40,110.322,113.059,223.381,0.424,0.576,118,94,212,Boston,Cleveland,Loss,212.0,Over,Tie
Dallas,Okla City,2024-05-09 11:16:40,114.747,116.333,231.08,0.456,0.544,119,110,229,Okla City,Dallas,Loss,218.5,Over,Win
New York,Indiana,2024-05-10 11:17:00,116.484,114.554,231.038,0.554,0.446,106,111,217,New York,Indiana,Loss,222.5,Over,Loss
Denver,Minnesota,2024-05-10 11:17:00,112.633,112.108,224.741,0.515,0.485,117,90,207,Denver,Denver,Win,204.5,Over,Win
Okla City,Dallas,2024-05-11 11:17:38,116.308,114.772,231.081,0.543,0.457,101,105,206,Okla City,Dallas,Loss,218.0,Over,Loss
Boston,Cleveland,2024-05-11 11:17:39,112.959,110.372,223.331,0.573,0.427,106,93,199,Boston,Boston,Win,211.0,Over,Loss
New York,Indiana,2024-05-12 11:16:00,116.434,114.532,230.966,0.554,0.446,89,121,210,New York,Indiana,Loss,218.0,Over,Loss
Denver,Minnesota,2024-05-12 11:16:00,112.683,111.983,224.666,0.519,0.481,115,107,222,Denver,Denver,Win,204.5,Over,Win
Boston,Cleveland,2024-05-13 11:16:23,112.885,110.272,223.157,0.573,0.427,109,102,211,Boston,Boston,Win,206.0,Over,Win
Okla City,Dallas,2024-05-13 11:16:23,116.208,114.722,230.931,0.543,0.457,100,96,196,Okla City,Okla City,Win,213.5,Over,Loss
Indiana,New York,2024-05-14 11:16:30,114.558,116.26,230.818,0.452,0.548,91,121,212,New York,New York,Win,216.0,Over,Loss
Minnesota,Denver,2024-05-14 11:16:30,111.958,112.709,224.667,0.479,0.521,97,112,209,Denver,Denver,Win,205.5,Over,Win
Cleveland,Boston,2024-05-15 11:16:21,110.247,112.861,223.108,0.427,0.573,98,113,211,Boston,Boston,Win,204.5,Over,Win
Dallas,Okla City,2024-05-15 11:16:21,114.598,116.109,230.707,0.458,0.542,104,92,196,Okla City,Dallas,Loss,213.0,Over,Loss
Denver,Minnesota,2024-05-16 11:18:12,112.734,111.908,224.642,0.523,0.477,70,115,185,Denver,Minnesota,Loss,204.5,Over,Loss
New York,Indiana,2024-05-17 11:17:14,116.31,114.434,230.744,0.553,0.447,103,116,219,New York,Indiana,Loss,215.5,Over,Win
Okla City,Dallas,2024-05-18 11:15:21,115.959,114.573,230.532,0.539,0.461,116,117,233,Okla City,Dallas,Loss,208.5,Over,Win
